mode,load,0_mobilenet_v3_small-32,1_mobilenet_v3_small-32
mig,0.1,0.04935264587402344,0.049591064453125
mig,0.2,0.04673004150390625,0.04673004150390625
mig,0.3,0.048160552978515625,0.04696846008300781
mig,0.4,0.04696846008300781,0.04839897155761719
mig,0.5,0.051975250244140625,0.31375885009765625
mig,0.6,1.1458396911621094,1.2347698211669922
mig,0.7,2.7704238891601562,2.397894859313965
mig,0.8,4.168510437011719,3.745436668395996
mig,0.9,11.103153228759766,8.283853530883789
mig,1.0,160.04395484924316,37.011027336120605
