mode,load,0_mobilenet_v3_small-32,1_mobilenet_v3_small-32
mig,0.1,16.92366600036621,17.124414443969727
mig,0.2,21.324872970581055,23.777246475219727
mig,0.3,29.135704040527344,28.866291046142578
mig,0.4,28.855562210083008,29.183387756347656
mig,0.5,28.68962287902832,28.337478637695312
mig,0.6,35.61854362487793,31.025409698486328
mig,0.7,48.79164695739746,41.70560836791992
mig,0.8,58.93754959106445,53.37691307067871
mig,0.9,112.59889602661133,98.40679168701172
mig,1.0,436.4495277404785,156.22448921203613
