mode,load,0_mobilenet_v3_small-32,1_mobilenet_v3_small-32
mig,0.1,11.68418884277344,12.302417755126957
mig,0.2,14.564251899719231,16.31958246231078
mig,0.3,18.875513076782244,19.417095184326143
mig,0.4,19.27671432495119,19.084503650665283
mig,0.5,19.02871131896973,17.75082111358644
mig,0.6,19.665002822875955,19.497122764587406
mig,0.7,29.404163360595696,24.943661689758297
mig,0.8,33.98447036743164,32.38597393035889
mig,0.9,80.09755134582508,56.458258628845236
mig,1.0,404.09322023391724,132.26176023483274
