mode,load,0_mobilenet_v3_small-32,1_mobilenet_v3_small-32
mig,0.1,4.032611846923828,3.5703182220458984
mig,0.2,4.038572311401367,3.572702407836914
mig,0.3,4.036188125610352,3.5784244537353516
mig,0.4,4.032373428344727,3.5676956176757812
mig,0.5,4.035711288452148,3.5715103149414062
mig,0.6,4.029273986816406,3.5712718963623047
mig,0.7,4.029750823974609,3.5750865936279297
mig,0.8,4.029273986816406,3.567934036254883
mig,0.9,4.024505615234375,3.5686492919921875
mig,1.0,4.0340423583984375,3.5674571990966797
