mode,load,0_alexnet-4,1_resnet34-16,2_vgg19-2
mps-uncap,0.8,1.598358154296875,7.932305335998535,4.717826843261719
mps-uncap,0.9,2.293825149536133,11.278748512268066,6.874561309814453
mps-uncap,1.0,11.070728302001953,58.0296516418457,28.52797508239746
mps-uncap,0.5,1.19781494140625,5.297660827636719,3.0586719512939453
mps-uncap,0.6,1.3415813446044922,5.78463077545166,3.4737586975097656
mps-uncap,0.7,1.4957189559936523,6.533384323120117,3.9234161376953125
mps-uncap,0.1,1.2036561965942383,5.033612251281738,2.5510787963867188
mps-uncap,0.2,1.1632442474365234,4.937410354614258,2.5320053100585938
mps-uncap,0.3,1.1527538299560547,5.020380020141602,2.6464462280273438
mps-uncap,0.4,1.184701919555664,5.149245262145996,2.800464630126953
