mode,load,0_alexnet-4,1_resnet34-16,2_vgg19-2
mps-uncap,0.8,1.686286926269531,7.666945457458496,4.363965988159181
mps-uncap,0.9,1.8362045288085942,8.045411109924316,4.455232620239259
mps-uncap,1.0,2.0208358764648438,8.166933059692383,4.857063293457031
mps-uncap,0.5,1.4600753784179688,6.151413917541504,3.8003921508789062
mps-uncap,0.6,1.5732526779174807,6.510686874389649,3.9682388305664062
mps-uncap,0.7,1.6525983810424805,6.931543350219727,4.145622253417969
mps-uncap,0.1,1.3015985488891602,5.387544631958008,2.8193950653076176
mps-uncap,0.2,1.2891292572021484,5.43971061706543,3.086376190185547
mps-uncap,0.3,1.3186454772949217,5.653905868530273,3.4567832946777344
mps-uncap,0.4,1.3837814331054688,5.753850936889648,3.5885810852050795
