mode,load,0_alexnet-4,1_resnet34-16,2_vgg19-2
mps-uncap,0.8,0.21028518676757812,2.1028518676757812,1.3303756713867188
mps-uncap,0.9,0.9353160858154297,4.787206649780273,3.221869468688965
mps-uncap,1.0,9.40561294555664,50.49300193786621,24.11651611328125
mps-uncap,0.5,0.039577484130859375,0.04458427429199219,0.04220008850097656
mps-uncap,0.6,0.04291534423828125,0.047206878662109375,0.04506111145019531
mps-uncap,0.7,0.04649162292480469,0.050067901611328125,0.04744529724121094
mps-uncap,0.1,0.046253204345703125,0.05745887756347656,0.049114227294921875
mps-uncap,0.2,0.04267692565917969,0.04863739013671875,0.04482269287109375
mps-uncap,0.3,0.040531158447265625,0.04673004150390625,0.04363059997558594
mps-uncap,0.4,0.041961669921875,0.04649162292480469,0.04363059997558594
