mode,load,0_alexnet-4,1_resnet34-16,2_vgg19-2
mps-uncap,0.8,3.4220218658447266,11.228561401367188,5.6018829345703125
mps-uncap,0.9,3.0374526977539062,9.183883666992188,5.826473236083984
mps-uncap,1.0,3.5953521728515625,9.212255477905273,5.820989608764648
mps-uncap,0.5,2.7618408203125,7.844686508178711,4.9571990966796875
mps-uncap,0.6,2.791166305541992,8.076667785644531,5.183935165405273
mps-uncap,0.7,3.487825393676758,8.060932159423828,5.333900451660156
mps-uncap,0.1,2.3539066314697266,6.698131561279297,4.338741302490234
mps-uncap,0.2,2.542734146118164,7.985591888427734,4.775524139404297
mps-uncap,0.3,2.707242965698242,7.620096206665039,4.780292510986328
mps-uncap,0.4,2.7463436126708984,7.732391357421875,5.863189697265625
