mode,load,0_alexnet-4,1_resnet34-16,2_vgg19-2
mps-uncap,0.8,1.1773109436035156,6.124973297119141,3.473520278930664
mps-uncap,0.9,1.3432502746582031,6.844639778137207,3.7932395935058594
mps-uncap,1.0,1.577615737915039,7.695198059082031,4.314661026000977
mps-uncap,0.5,1.064300537109375,4.727840423583984,2.686023712158203
mps-uncap,0.6,1.1322498321533203,5.115509033203125,2.87628173828125
mps-uncap,0.7,1.1622905731201172,5.38325309753418,3.068685531616211
mps-uncap,0.1,1.1436939239501953,4.939913749694824,2.4785995483398438
mps-uncap,0.2,1.09100341796875,4.812002182006836,2.4535655975341797
mps-uncap,0.3,1.07574462890625,4.839420318603516,2.4895668029785156
mps-uncap,0.4,1.0845661163330078,4.946351051330566,2.596139907836914
