mode,load,0_alexnet-4,1_resnet34-16,2_vgg19-2
mps-uncap,0.8,2.3359012603759766,8.29811096191406,4.840564727783206
mps-uncap,0.9,2.5106859207153325,8.462998867034912,4.860284328460694
mps-uncap,1.0,2.6384067535400386,8.491489887237549,5.138216018676757
mps-uncap,0.5,2.04845666885376,7.038516998291014,4.435539245605469
mps-uncap,0.6,2.201759815216063,7.286713123321532,4.582929611206053
mps-uncap,0.7,2.329242229461669,7.598280906677247,4.67616081237793
mps-uncap,0.1,1.5828537940979002,5.751183032989503,3.8073730468749996
mps-uncap,0.2,1.7720222473144482,6.210470199584962,4.093942642211917
mps-uncap,0.3,1.8702244758605955,6.623375415802002,4.184284210205078
mps-uncap,0.4,1.9126605987548826,6.722643375396728,4.305801391601567
