mode,load,0_densenet169-4,1_resnet101-16,2_squeezenet1_0-4
mps-uncap,0.8,177.45945494121557,854.6439517130214,1068.153496454387
mps-uncap,0.9,192.03557592869814,1005.7647136423619,1211.0283019288877
mps-uncap,1.0,195.4703475761307,1105.457412348102,1350.7046195502508
mps-uncap,0.5,108.61486590540322,537.4863517457891,674.2523277810693
mps-uncap,0.6,125.18933390684076,654.1995835032396,820.1125181974456
mps-uncap,0.7,154.78270975293628,737.524654868573,922.5171612101021
mps-uncap,0.1,20.80839544000238,105.70279804863732,139.98822777442456
mps-uncap,0.2,41.054965418870076,218.66135744992715,274.186953893303
mps-uncap,0.3,62.8319495530698,327.43796116685706,397.582099468805
mps-uncap,0.4,84.49711080706669,442.70650212331043,543.8331711606209
