mode,load,0_alexnet-2,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_1-32
mps-uncap,1.0,0.008344650268554688,0.000476837158203125,0.000476837158203125,0.00286102294921875
