mode,load,0_resnet101-32,1_efficientnet_b7-16,2_squeezenet1_0-4
mps-uncap,1.0,31.029939651489258,61.868906021118164,1.9049644470214844
mig,1.0,40.45438766479492,97.42617607116699,2.7227401733398438
