mode,load,0_resnet101-32,1_efficientnet_b7-16,2_squeezenet1_0-4
mps-uncap,1.0,38.78307342529297,68.99585723876953,10.322332382202148
mig,1.0,41.35439395904541,98.51102828979492,2.8977394104003906
