mode,load,0_resnet101-32,1_efficientnet_b7-16,2_squeezenet1_0-4
mps-uncap,1.0,39.575886726379395,69.9636173248291,13.04971694946289
mig,1.0,43.39473009109497,99.58305835723877,3.140792846679688
