mode,load,0_resnet101-32,1_efficientnet_b7-16,2_squeezenet1_0-4
mps-uncap,1.0,46.16093635559082,79.85305786132812,18.973350524902344
mig,1.0,48.59519004821777,103.96504402160645,9.575128555297852
