mode,load,0_resnet101-32,1_efficientnet_b7-16,2_squeezenet1_0-4
mps-uncap,1.0,896.5554406501774,236.24910810186114,533.8622047835161
mig,1.0,777.406885599965,162.9519979307431,1407.5749838352344
