mode,load,0_resnet101-32,1_efficientnet_b7-16,2_squeezenet1_0-4
mps-uncap,1.0,0.000476837158203125,0.0073909759521484375,0.00095367431640625
mig,1.0,0.000476837158203125,0.0133514404296875,0.00762939453125
