mode,load,0_alexnet-32,1_densenet121-32,2_mobilenet_v2-32,3_mobilenet_v3_large-4
mps-uncap,1.0,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625
