mode,load,0_densenet121-32,1_mobilenet_v3_small-16,2_vgg19-8
mps-uncap,0.6,31.27005100250244,8.064818382263184,12.356114387512207
mig,0.6,34.590911865234375,4.851818084716797,23.110103607177734
mps-uncap,0.7,31.592369079589844,8.629560470581062,12.60263919830322
mig,0.7,34.235334396362305,4.6450138092041025,22.981977462768555
mps-uncap,0.8,33.12349319458008,9.402871131896973,12.913346290588379
mig,0.8,33.81381034851074,4.553556442260742,22.98870086669922
mps-uncap,0.9,37.399864196777344,9.587287902832031,12.976312637329103
mig,0.9,33.89577865600586,4.417896270751953,23.038768768310547
mps-uncap,1.0,37.3685359954834,11.264204978942871,13.340234756469727
mig,1.0,33.90524387359619,4.321813583374023,23.093533515930176
mps-uncap,1.1,39.10679817199707,12.221145629882812,13.425588607788086
mig,1.1,33.89613628387451,4.306101799011231,23.157835006713867
mps-uncap,1.2,41.5097713470459,13.198375701904297,13.562393188476562
mig,1.2,33.928632736206055,4.306316375732422,23.131823539733887
mps-uncap,1.3,42.604398727417,13.572335243225098,13.637685775756836
mig,1.3,34.06069278717041,4.435491561889649,23.158550262451172
