mode,load,0_densenet121-32,1_mobilenet_v3_small-16,2_vgg19-8
mps-uncap,0.6,41.87994956970215,13.747198581695555,14.46913480758667
mig,0.6,36.153151988983154,6.510496139526367,24.751596450805675
mps-uncap,0.7,41.200268268585205,14.771265983581543,14.844768047332773
mig,0.7,35.87134838104248,6.354489326477054,24.401485919952375
mps-uncap,0.8,42.919158935546804,15.235915184020987,15.204107761383058
mig,0.8,35.96167325973511,6.259307861328122,24.315896034240723
mps-uncap,0.9,46.31352663040161,14.66960191726684,14.799194335937495
mig,0.9,36.10578536987304,6.252040863037109,24.6602725982666
mps-uncap,1.0,43.9003849029541,16.417324542999264,15.018177032470703
mig,1.0,35.94864130020141,6.08497381210326,24.7526478767395
mps-uncap,1.1,44.27067279815674,17.067301273345947,14.86199378967285
mig,1.1,36.099305152893066,6.128983497619629,24.73008632659912
mps-uncap,1.2,44.87293243408203,17.497563362121596,15.003280639648436
mig,1.2,35.99884033203126,5.979061126708984,24.72335577011108
mps-uncap,1.3,45.08837699890137,17.747519016265876,15.13998985290527
mig,1.3,36.168200969696045,6.108098030090328,24.52387809753418
