mode,load,0_densenet121-32,1_mobilenet_v3_small-16,2_vgg19-8
mps-uncap,0.6,16.85786247253418,4.107475280761719,6.489753723144531
mig,0.6,31.4939022064209,4.102468490600586,22.14813232421875
mps-uncap,0.7,16.858339309692383,4.134654998779297,6.489992141723633
mig,0.7,31.50486946105957,4.076480865478516,22.075176239013672
mps-uncap,0.8,18.677473068237305,4.494905471801758,7.092714309692383
mig,0.8,31.64529800415039,4.114627838134766,22.132158279418945
mps-uncap,0.9,18.92375946044922,4.144430160522461,6.931304931640625
mig,0.9,31.636714935302734,4.107236862182617,22.1102237701416
mps-uncap,1.0,18.674850463867188,4.227399826049805,7.094621658325195
mig,1.0,31.954526901245117,4.126787185668945,22.23038673400879
mps-uncap,1.1,18.871307373046875,4.447221755981445,7.209539413452148
mig,1.1,32.07659721374512,4.184961318969727,22.376060485839844
mps-uncap,1.2,19.454240798950195,4.2724609375,7.334709167480469
mig,1.2,34.014225006103516,4.202604293823242,22.18484878540039
mps-uncap,1.3,19.646406173706055,6.642818450927734,7.827997207641602
mig,1.3,32.55486488342285,4.214286804199219,22.242069244384766
