mode,load,0_densenet121-32,1_mobilenet_v3_small-16,2_vgg19-8
mps-uncap,0.6,0.030517578125,5.195975303649902,0.018596649169921875
mig,0.6,14.549732208251953,1.8985271453857422,6.705760955810547
mps-uncap,0.7,0.6968975067138672,26.2143611907959,0.018358230590820312
mig,0.7,19.325733184814453,3.108859062194824,17.457246780395508
mps-uncap,0.8,6.217241287231445,2382.9758167266846,0.017642974853515625
mig,0.8,34.390926361083984,5.387663841247559,33.23101997375488
mps-uncap,0.9,19.339442253112793,9190.184116363525,0.018358230590820312
mig,0.9,123.1541633605957,12.312650680541992,57.36947059631348
mps-uncap,1.0,43.41483116149902,16173.271775245667,0.01811981201171875
mig,1.0,701.614499092102,216.7879343032837,909.7369909286499
mps-uncap,1.1,115.99421501159668,20972.880721092224,0.02002716064453125
mig,1.1,4040.7183170318604,3559.0577125549316,2366.0144805908203
mps-uncap,1.2,2632.714033126831,24852.08749771118,1.9850730895996094
mig,1.2,6806.15508556366,7036.896467208862,8221.222400665283
mps-uncap,1.3,6506.004333496094,26802.602767944336,3.3693313598632812
mig,1.3,12454.745054244995,9993.083238601685,10173.684120178223
