mode,load,0_densenet121-32,1_mobilenet_v3_small-16,2_vgg19-8
mps-uncap,0.6,153.89394760131836,96.0237979888916,42.93990135192871
mig,0.6,355.8797836303711,50.034523010253906,140.5642032623291
mps-uncap,0.7,151.92008018493652,297.7011203765869,49.68118667602539
mig,0.7,293.6422824859619,48.67196083068848,260.12587547302246
mps-uncap,0.8,217.58317947387695,5817.638397216797,44.74210739135742
mig,0.8,504.4138431549072,75.80876350402832,320.21427154541016
mps-uncap,0.9,346.53615951538086,18954.765558242798,55.519819259643555
mig,0.9,712.9530906677246,137.5448703765869,473.0565547943115
mps-uncap,1.0,326.5354633331299,31970.656156539917,58.22896957397461
mig,1.0,1524.271011352539,599.7848510742188,2818.8185691833496
mps-uncap,1.1,791.7194366455078,41672.49774932861,66.39790534973145
mig,1.1,8705.901145935059,7144.38271522522,7094.712018966675
mps-uncap,1.2,5305.477857589722,49865.88215827942,66.75386428833008
mig,1.2,15128.013610839844,14309.010028839111,16200.554370880127
mps-uncap,1.3,15226.319313049316,54385.50162315369,91.91155433654785
mig,1.3,23160.083770751953,20641.624450683594,19747.19548225403
