mode,load,0_densenet121-32,1_mobilenet_v3_small-16,2_vgg19-8
mps-uncap,0.6,116.06454849243164,91.37344360351562,35.2935791015625
mig,0.6,324.1086006164551,45.88913917541504,118.41821670532227
mps-uncap,0.7,129.31108474731445,291.5217876434326,42.05679893493652
mig,0.7,261.1978054046631,44.53277587890625,237.75601387023926
mps-uncap,0.8,196.80380821228027,5813.289165496826,34.696340560913086
mig,0.8,472.059965133667,71.66767120361328,297.7302074432373
mps-uncap,0.9,325.10828971862793,18947.90244102478,46.58651351928711
mig,0.9,680.5136203765869,133.4538459777832,450.70958137512207
mps-uncap,1.0,299.95179176330566,31960.753679275513,47.87445068359375
mig,1.0,1490.5178546905518,595.68190574646,2795.7725524902344
mps-uncap,1.1,771.806001663208,41656.64720535278,56.519269943237305
mig,1.1,8673.204898834229,7140.2692794799805,7072.085618972778
mps-uncap,1.2,5285.337686538696,49856.8799495697,56.69140815734863
mig,1.2,15095.98994255066,14304.791450500488,16178.164005279541
mps-uncap,1.3,15199.597835540771,54362.86377906799,82.46779441833496
mig,1.3,23127.21061706543,20637.465953826904,19724.600076675415
