mode,load,0_densenet121-32,1_mobilenet_v3_small-16,2_vgg19-8
mps-uncap,0.6,0.012159347534179688,0.011682510375976562,0.013113021850585938
mig,0.6,0.014066696166992188,0.01239776611328125,0.012636184692382812
mps-uncap,0.7,0.014066696166992188,0.014066696166992188,0.0133514404296875
mig,0.7,0.014781951904296875,0.011920928955078125,0.011920928955078125
mps-uncap,0.8,0.012636184692382812,0.021457672119140625,0.012874603271484375
mig,0.8,0.014543533325195312,0.011920928955078125,0.012874603271484375
mps-uncap,0.9,0.014066696166992188,0.014543533325195312,0.011682510375976562
mig,0.9,0.012636184692382812,0.01430511474609375,0.0133514404296875
mps-uncap,1.0,0.01430511474609375,0.014781951904296875,0.011205673217773438
mig,1.0,0.0152587890625,0.014066696166992188,0.014543533325195312
mps-uncap,1.1,0.015020370483398438,0.018358230590820312,0.011444091796875
mig,1.1,0.015974044799804688,0.015020370483398438,0.017642974853515625
mps-uncap,1.2,0.01811981201171875,0.0152587890625,0.011205673217773438
mig,1.2,0.040531158447265625,0.0171661376953125,0.01811981201171875
mps-uncap,1.3,0.019311904907226562,0.015735626220703125,0.012159347534179688
mig,1.3,0.019073486328125,0.01430511474609375,0.018358230590820312
