mode,load,0_densenet121-32,1_mobilenet_v3_small-16,2_vgg19-8
mps-uncap,0.6,16.809463500976562,4.077672958374023,6.459712982177734
mig,0.6,31.322002410888672,4.075527191162109,22.09329605102539
mps-uncap,0.7,16.757488250732422,4.086017608642578,6.462574005126953
mig,0.7,31.306743621826172,4.033327102661133,22.06110954284668
mps-uncap,0.8,18.658876419067383,4.085063934326172,7.076263427734375
mig,0.8,31.369447708129883,4.074573516845703,22.081375122070312
mps-uncap,0.9,18.22662353515625,4.039525985717773,6.888389587402344
mig,0.9,31.59308433532715,4.066944122314453,22.0794677734375
mps-uncap,1.0,17.149925231933594,4.018068313598633,7.077693939208984
mig,1.0,31.633615493774414,4.076719284057617,22.116422653198242
mps-uncap,1.1,18.818378448486328,4.141807556152344,7.085323333740234
mig,1.1,31.764984130859375,4.033565521240234,22.21989631652832
mps-uncap,1.2,18.782377243041992,4.088640213012695,7.250070571899414
mig,1.2,31.8756103515625,4.015445709228516,22.166013717651367
mps-uncap,1.3,18.78976821899414,4.186153411865234,7.810354232788086
mig,1.3,31.9061279296875,4.113197326660156,22.200584411621094
