mode,load,0_densenet121-32,1_mobilenet_v3_small-16,2_vgg19-8
mps-uncap,0.6,53.61173152923586,29.746365547180183,15.26336669921875
mig,0.6,101.32772922515868,13.772726058959961,62.78982162475585
mps-uncap,0.7,62.512755393981934,126.44872665405276,16.79952144622802
mig,0.7,118.66769790649418,16.89386367797852,93.96712779998784
mps-uncap,0.8,75.03700256347656,4782.770991325378,17.943978309631348
mig,0.8,163.40935230255127,26.039814949035648,147.9103803634643
mps-uncap,0.9,128.4916639328003,16727.01530456543,20.289754867553714
mig,0.9,395.58568000793457,51.730871200561516,212.63365745544436
mps-uncap,1.0,178.21669578552243,28338.916540145874,22.17841148376465
mig,1.0,1183.9852809906006,404.0802240371704,2272.6371765136723
mps-uncap,1.1,477.64549255371105,37619.79126930237,24.98915195465088
mig,1.1,7964.286494255067,6412.3939752578735,5967.365503311157
mps-uncap,1.2,4743.685150146484,44761.48557662964,27.98871994018555
mig,1.2,13418.685603141785,13015.761756896973,14472.285771369934
mps-uncap,1.3,13449.275159835815,48495.085883140564,32.01646804809571
mig,1.3,21189.09492492676,18462.8616809845,17728.094911575317
