mode,load,0_mobilenet_v2-32,1_squeezenet1_0-4,2_vgg19-8
mps-uncap,0.8,0.010728836059570312,0.008344650268554688,0.01049041748046875
mps-uncap,0.9,0.009298324584960938,0.008344650268554688,0.010967254638671875
mps-uncap,1.0,0.011205673217773438,0.009775161743164062,0.011444091796875
mps-uncap,0.5,0.011205673217773438,0.010251998901367188,0.010251998901367188
mps-uncap,0.6,0.010967254638671875,0.010251998901367188,0.010013580322265625
mps-uncap,0.7,0.010728836059570312,0.009298324584960938,0.01049041748046875
mps-uncap,0.1,0.013113021850585938,0.01049041748046875,0.011682510375976562
mps-uncap,0.2,0.011444091796875,0.010251998901367188,0.011444091796875
mps-uncap,0.3,0.011682510375976562,0.01049041748046875,0.010967254638671875
mps-uncap,0.4,0.011682510375976562,0.010251998901367188,0.010967254638671875
