mode,load,0_mobilenet_v2-32,1_squeezenet1_0-4,2_vgg19-8
mps-uncap,0.8,107.1159839630127,63.399314880371094,85.25490760803223
mps-uncap,0.9,177.1566867828369,131.33811950683594,124.52220916748047
mps-uncap,1.0,610.846757888794,257.3056221008301,614.4907474517822
mps-uncap,0.5,34.928083419799805,21.76523208618164,35.9339714050293
mps-uncap,0.6,62.21365928649902,31.746864318847656,39.559125900268555
mps-uncap,0.7,57.590484619140625,50.740957260131836,52.20317840576172
mps-uncap,0.1,14.690399169921875,7.987499237060547,13.69166374206543
mps-uncap,0.2,22.676467895507812,13.051748275756836,24.196863174438477
mps-uncap,0.3,22.875547409057617,14.532327651977539,32.50885009765625
mps-uncap,0.4,35.37583351135254,21.87800407409668,31.511306762695312
