mode,load,0_mobilenet_v2-32,1_squeezenet1_0-4,2_vgg19-8
mps-uncap,0.8,11.264801025390625,4.337787628173828,8.218646049499512
mps-uncap,0.9,12.744903564453125,5.489230155944824,9.168148040771484
mps-uncap,1.0,13.844490051269531,6.795167922973633,10.074734687805176
mps-uncap,0.5,6.340265274047852,2.6845932006835938,6.506919860839844
mps-uncap,0.6,7.353544235229492,3.0260086059570312,6.617903709411621
mps-uncap,0.7,8.586645126342773,3.30960750579834,6.90913200378418
mps-uncap,0.1,5.995512008666992,2.6679039001464844,6.043791770935059
mps-uncap,0.2,5.871772766113281,2.61843204498291,6.062865257263184
mps-uncap,0.3,6.010890007019043,2.5887489318847656,6.100296974182129
mps-uncap,0.4,6.099939346313477,2.583742141723633,6.245255470275879
