mode,load,0_mobilenet_v2-32,1_squeezenet1_0-4,2_vgg19-8
mps-uncap,0.8,3.680706024169922,0.05221366882324219,4.85539436340332
mps-uncap,0.9,10.535001754760742,4.411935806274414,11.30819320678711
mps-uncap,1.0,196.59829139709473,43.42770576477051,180.39774894714355
mps-uncap,0.5,0.048160552978515625,0.04291534423828125,0.04744529724121094
mps-uncap,0.6,0.04696846008300781,0.04291534423828125,0.04887580871582031
mps-uncap,0.7,0.05030632019042969,0.042438507080078125,0.1538991928100586
mps-uncap,0.1,0.058650970458984375,0.05030632019042969,0.057816505432128906
mps-uncap,0.2,0.052928924560546875,0.0457763671875,0.0514984130859375
mps-uncap,0.3,0.05078315734863281,0.04363059997558594,0.04839897155761719
mps-uncap,0.4,0.04863739013671875,0.043392181396484375,0.04792213439941406
