mode,load,0_mobilenet_v2-32,1_squeezenet1_0-4,2_vgg19-8
mps-uncap,0.8,5.507230758666992,1.1751651763916016,5.950927734375
mps-uncap,0.9,5.523204803466797,1.1851787567138672,5.975008010864258
mps-uncap,1.0,5.547523498535156,1.1715888977050781,5.9947967529296875
mps-uncap,0.5,5.521297454833984,1.1522769927978516,5.936861038208008
mps-uncap,0.6,5.522012710571289,1.1718273162841797,5.910158157348633
mps-uncap,0.7,5.53131103515625,1.1627674102783203,5.906820297241211
mps-uncap,0.1,5.525827407836914,1.1577606201171875,5.911827087402344
mps-uncap,0.2,5.51152229309082,1.1773109436035156,5.942583084106445
mps-uncap,0.3,5.518913269042969,1.1744499206542969,5.952596664428711
mps-uncap,0.4,5.5141448974609375,1.1627674102783203,5.939245223999023
