mode,load,0_mobilenet_v2-32,1_squeezenet1_0-4,2_vgg19-8
mps-uncap,0.8,13.741016387939453,5.987644195556641,12.832880020141602
mps-uncap,0.9,22.009611129760742,9.894490242004395,20.160198211669922
mps-uncap,1.0,210.08038520812988,50.3920316696167,190.29366970062256
mps-uncap,0.5,8.697748184204102,3.3011436462402344,7.596135139465332
mps-uncap,0.6,10.671138763427734,3.8814544677734375,8.937597274780273
mps-uncap,0.7,11.463165283203125,4.353046417236328,9.456396102905273
mps-uncap,0.1,6.0710906982421875,2.7348995208740234,6.111383438110352
mps-uncap,0.2,5.956888198852539,2.697110176086426,6.144165992736816
mps-uncap,0.3,6.2171220779418945,2.701282501220703,6.355524063110352
mps-uncap,0.4,6.542444229125977,2.7393102645874023,6.587624549865723
