mode,load,0_mobilenet_v2-32,1_squeezenet1_0-4,2_vgg19-8
mps-uncap,0.8,74.22429084777853,32.406613826751745,62.81482458114625
mps-uncap,0.9,129.45618629455564,84.4216775894165,105.37473678588862
mps-uncap,1.0,548.2860088348386,221.95802450180122,580.2890253067014
mps-uncap,0.5,26.056737899780284,12.51156806945801,23.895268440246586
mps-uncap,0.6,35.92798709869384,15.273904800415046,29.97561454772953
mps-uncap,0.7,42.37703084945679,21.792979240417477,34.35075283050537
mps-uncap,0.1,10.87040901184082,5.0850820541381845,11.098687648773193
mps-uncap,0.2,13.61869812011719,7.0928573608398455,13.820469379425054
mps-uncap,0.3,18.068201541900635,8.979060649871824,18.306279182434064
mps-uncap,0.4,22.42053985595703,10.087239742279055,19.21637535095211
