mode,load,0_mobilenet_v2-32,1_squeezenet1_0-4,2_vgg19-8
mps-uncap,0.8,15.155553817749023,10.305166244506836,11.526346206665039
mps-uncap,0.9,15.625476837158203,11.440038681030273,12.496471405029297
mps-uncap,1.0,17.53067970275879,9.910345077514648,13.415813446044922
mps-uncap,0.5,14.697551727294922,9.26828384399414,10.80465316772461
mps-uncap,0.6,14.978408813476562,9.508609771728516,11.047840118408203
mps-uncap,0.7,14.99032974243164,9.937524795532227,11.2762451171875
mps-uncap,0.1,11.86680793762207,7.969379425048828,10.837554931640625
mps-uncap,0.2,13.287544250488281,9.387969970703125,10.628700256347656
mps-uncap,0.3,14.053583145141602,9.580373764038086,10.763406753540039
mps-uncap,0.4,14.068365097045898,9.437322616577148,10.750532150268555
