mode,load,0_mobilenet_v3_small-32,1_resnet50-8,2_vgg13-16
mps-uncap,0.8,127.0608901977539,149.09601211547852,96.41337394714355
mps-uncap,0.9,254.30655479431152,219.41566467285156,201.31278038024902
mps-uncap,1.0,818.9840316772461,1416.4986610412598,491.8510913848877
mps-uncap,0.5,43.30873489379883,60.50562858581543,54.311513900756836
mps-uncap,0.6,52.65617370605469,76.56311988830566,51.16987228393555
mps-uncap,0.7,79.67329025268555,102.39148139953613,76.42459869384766
mps-uncap,0.1,13.642072677612305,18.102645874023438,15.634298324584961
mps-uncap,0.2,22.120237350463867,25.682687759399414,23.80824089050293
mps-uncap,0.3,29.038429260253906,33.79678726196289,30.11918067932129
mps-uncap,0.4,33.90145301818848,36.43941879272461,47.80888557434082
