mode,load,0_mobilenet_v3_small-32,1_resnet50-8,2_vgg13-16
mps-uncap,0.8,35.17580032348632,47.064733505249045,43.80033016204839
mps-uncap,0.9,56.27870559692383,117.59340763092041,80.05428314208984
mps-uncap,1.0,454.3752193450928,1055.0251722335815,292.6766633987427
mps-uncap,0.5,15.428543090820312,19.46249008178711,18.617963790893555
mps-uncap,0.6,18.002748489379883,23.939323425292965,22.53208160400391
mps-uncap,0.7,21.443319320678704,32.840633392333984,27.55539417266846
mps-uncap,0.1,7.7702045440673855,8.518695831298828,8.837413787841797
mps-uncap,0.2,9.977865219116211,11.56628131866455,11.66582107543946
mps-uncap,0.3,11.16344928741455,12.689805030822754,13.465499877929693
mps-uncap,0.4,12.593650817871094,17.29559898376465,15.297889709472654
