mode,load,0_mobilenet_v3_small-32,1_resnet50-8,2_vgg13-16
mps-uncap,0.8,2.719402313232422,3.853321075439453,7.824897766113281
mps-uncap,0.9,2.7396678924560547,3.8754940032958984,7.793903350830078
mps-uncap,1.0,2.7811527252197266,3.939390182495117,7.845640182495117
mps-uncap,0.5,2.712726593017578,3.8423538208007812,7.737874984741211
mps-uncap,0.6,2.7337074279785156,3.847360610961914,7.766962051391602
mps-uncap,0.7,2.714395523071289,3.8373470306396484,7.762670516967773
mps-uncap,0.1,2.7306079864501953,3.8471221923828125,7.758855819702148
mps-uncap,0.2,2.714395523071289,3.8270950317382812,7.743358612060547
mps-uncap,0.3,2.7189254760742188,3.8220882415771484,7.728338241577148
mps-uncap,0.4,2.726316452026367,3.8299560546875,7.744789123535156
