mode,load,0_mobilenet_v3_small-32,1_resnet50-8,2_vgg13-16
mps-uncap,0.8,19.674062728881836,26.610374450683594,11.286497116088867
mps-uncap,0.9,19.209623336791992,27.556180953979492,11.34181022644043
mps-uncap,1.0,20.597457885742188,26.568174362182617,11.893272399902344
mps-uncap,0.5,18.61572265625,23.855209350585938,10.894536972045898
mps-uncap,0.6,17.789363861083984,26.284456253051758,11.261463165283203
mps-uncap,0.7,18.349885940551758,26.533126831054688,11.150121688842773
mps-uncap,0.1,13.594627380371094,18.04041862487793,10.379791259765625
mps-uncap,0.2,16.140460968017578,20.227909088134766,9.997367858886719
mps-uncap,0.3,17.670154571533203,20.50471305847168,10.271310806274414
mps-uncap,0.4,16.58320426940918,23.941993713378906,10.48588752746582
