mode,load,0_mobilenet_v3_small-32,1_resnet50-8,2_vgg13-16
mps-uncap,0.8,2.7315616607666016,3.8726329803466797,7.840394973754883
mps-uncap,0.9,2.7599334716796875,3.8917064666748047,7.813215255737305
mps-uncap,1.0,2.840757369995117,3.9789676666259766,7.883548736572266
mps-uncap,0.5,2.732515335083008,3.8728713989257812,7.763862609863281
mps-uncap,0.6,2.7496814727783203,3.863096237182617,7.788658142089844
mps-uncap,0.7,2.7277469635009766,3.881692886352539,7.802248001098633
mps-uncap,0.1,2.7692317962646484,3.8661956787109375,7.800579071044922
mps-uncap,0.2,2.727031707763672,3.8390159606933594,7.755041122436523
mps-uncap,0.3,2.7506351470947266,3.8449764251708984,7.753133773803711
mps-uncap,0.4,2.7382373809814453,3.8480758666992188,7.789373397827148
