mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-16,2_mobilenet_v3_small-4,3_vgg11-32
mps-uncap,1.0,1344.1290734660706,638.6522014266734,213.9741809970785,2386.8704095990233
