mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-16,2_mobilenet_v3_small-4,3_vgg11-32
mps-uncap,1.0,27.657270431518555,31.360864639282227,26.04961395263672,16.565799713134766
