mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-16,2_mobilenet_v3_small-4,3_vgg11-32
mps-uncap,1.0,25.715947151184082,27.10103988647461,23.82946014404297,14.603161811828613
