mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-16,2_mobilenet_v3_small-4,3_vgg11-32
mps-uncap,1.0,0.003814697265625,0.009298324584960938,0.0011920928955078125,0.000476837158203125
