mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-16,2_mobilenet_v3_small-4,3_vgg11-32
mps-uncap,1.0,18.286466598510742,15.159130096435547,5.961179733276367,11.552095413208008
