mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-16,2_mobilenet_v3_small-4,3_vgg11-32
mps-uncap,1.0,26.23894214630127,28.423166275024414,25.16961097717285,15.16049861907959
