mode,load,0_efficientnet_b7-16,1_densenet201-2,2_squeezenet1_0-4
mps-uncap,1.0,49.7281551361084,39.739131927490234,17.99321174621582
mig,1.0,68.29380989074707,23.706912994384766,15.22970199584961
