mode,load,0_efficientnet_b7-16,1_densenet201-2,2_squeezenet1_0-4
mps-uncap,1.0,37.28365898132324,28.701066970825195,3.646731376647949
mig,1.0,58.06851387023926,20.323991775512695,2.7375221252441406
