mode,load,0_efficientnet_b7-16,1_densenet201-2,2_squeezenet1_0-4
mps-uncap,1.0,37.28342056274414,28.701066970825195,3.6466121673583984
mig,1.0,58.06851387023926,20.323753356933594,2.7375221252441406
