mode,load,0_efficientnet_b7-16,1_densenet201-2,2_squeezenet1_0-4
mps-uncap,1.0,429.04982267371,72.44635572119068,987.4588499812476
mig,1.0,274.9781750069581,97.937648833138,1446.649458147424
