mode,load,0_efficientnet_b7-16,1_densenet201-2,2_squeezenet1_0-4
mps-uncap,1.0,34.87586975097656,21.627426147460938,2.404928207397461
mig,1.0,57.825326919555664,20.1418399810791,2.694845199584961
