mode,load,0_efficientnet_b7-16,1_densenet201-2,2_squeezenet1_0-4
mps-uncap,1.0,37.87364959716797,30.272188186645508,7.014036178588867
mig,1.0,59.568471908569336,21.71012401580811,2.999048233032226
