mode,load,0_efficientnet_b5-2,1_mobilenet_v2-32,2_resnet101-32,3_squeezenet1_0-16
mps-uncap,1.0,0.0057220458984375,0.000476837158203125,0.000476837158203125,0.000476837158203125
