mode,load,0_densenet121-4,1_efficientnet_b7-8,2_mobilenet_v3_large-32
mps-uncap,0.8,16.123366355895996,31.113290786743164,8.861327171325684
mps-uncap,0.9,16.829919815063477,31.590914726257324,9.177541732788086
mps-uncap,1.0,19.113540649414062,32.68909454345703,8.959150314331055
mps-uncap,0.5,15.636563301086426,27.378463745117188,7.816171646118164
mps-uncap,0.6,14.727020263671873,28.534221649169922,8.325338363647463
mps-uncap,0.7,16.622257232666016,28.74007225036621,8.559751510620117
mps-uncap,0.1,17.876863479614258,31.091761589050293,7.76810646057129
mps-uncap,0.2,18.306732177734375,28.763651847839355,8.104920387268066
mps-uncap,0.3,18.478679656982422,23.95033836364746,8.083486557006836
mps-uncap,0.4,16.405701637268066,25.850582122802738,7.921409606933595
