mode,load,0_densenet121-4,1_efficientnet_b7-8,2_mobilenet_v3_large-32
mps-uncap,0.8,17.389183044433594,32.08695411682129,9.863903522491455
mps-uncap,0.9,17.842223644256595,32.273876667022705,9.923844337463379
mps-uncap,1.0,20.476412773132324,33.86181592941284,9.61153984069824
mps-uncap,0.5,18.50446462631225,30.88091373443603,9.220428466796875
mps-uncap,0.6,16.911361217498776,31.50753259658813,9.614124298095703
mps-uncap,0.7,19.079151153564457,30.55534601211548,9.828591346740723
mps-uncap,0.1,19.0312671661377,33.55204343795777,8.469176292419432
mps-uncap,0.2,19.062793254852295,33.38489532470704,9.06682014465332
mps-uncap,0.3,19.47403907775879,28.73619318008423,9.441523551940941
mps-uncap,0.4,18.647265434265137,30.62099933624268,9.269621372222897
