mode,load,0_densenet121-4,1_efficientnet_b7-8,2_mobilenet_v3_large-32
mps-uncap,0.8,75.22301197052003,198.85006904602048,63.43202829360967
mps-uncap,0.9,136.1667728424073,412.92405605316156,109.39024448394754
mps-uncap,1.0,5737.724661827087,919.038200378418,252.41898536682123
mps-uncap,0.5,39.0977382659912,69.072515964508,25.44222831726074
mps-uncap,0.6,45.296485424041705,95.71595191955544,29.86707687377922
mps-uncap,0.7,57.6476812362671,120.39144277572636,37.01910257339461
mps-uncap,0.1,29.669580459594727,43.796396255493185,13.321847915649402
mps-uncap,0.2,33.11293125152587,43.59335899353032,15.577840805053707
mps-uncap,0.3,36.68839931488037,46.97741746902465,20.125212669372576
mps-uncap,0.4,39.012408256530776,57.376885414123535,22.44860410690306
