mode,load,0_densenet121-4,1_efficientnet_b7-8,2_mobilenet_v3_large-32
mps-uncap,0.8,103.35350036621094,267.4410343170166,121.62518501281738
mps-uncap,0.9,176.58162117004395,450.6535530090332,160.75992584228516
mps-uncap,1.0,5951.967716217041,1000.8032321929932,288.18535804748535
mps-uncap,0.5,52.553415298461914,88.47188949584961,42.63782501220703
mps-uncap,0.6,77.05831527709961,132.57098197937012,49.89314079284668
mps-uncap,0.7,75.45661926269531,168.66683959960938,56.85615539550781
mps-uncap,0.1,43.939828872680664,46.352386474609375,15.430450439453125
mps-uncap,0.2,37.998199462890625,52.12545394897461,20.16448974609375
mps-uncap,0.3,45.25160789489746,63.40765953063965,36.875247955322266
mps-uncap,0.4,47.297000885009766,65.83023071289062,28.201818466186523
