mode,load,0_densenet121-4,1_efficientnet_b7-8,2_mobilenet_v3_large-32
mps-uncap,0.8,18.024206161499023,32.66334533691406,10.293960571289062
mps-uncap,0.9,19.240617752075195,33.083438873291016,10.358810424804688
mps-uncap,1.0,20.95651626586914,35.64262390136719,9.97614860534668
mps-uncap,0.5,20.44200897216797,32.370567321777344,9.888887405395508
mps-uncap,0.6,19.216299057006836,32.07802772521973,10.342121124267578
mps-uncap,0.7,20.069360733032227,31.286954879760742,11.457443237304688
mps-uncap,0.1,19.723892211914062,33.98561477661133,9.539604187011719
mps-uncap,0.2,19.41514015197754,35.13288497924805,9.990215301513672
mps-uncap,0.3,20.608186721801758,31.763315200805664,10.270118713378906
mps-uncap,0.4,19.537925720214844,32.5772762298584,10.178565979003906
