mode,load,0_densenet121-4,1_efficientnet_b7-8,2_mobilenet_v3_large-32
mps-uncap,0.8,11.387825012207031,26.139020919799805,6.895661354064941
mps-uncap,0.9,13.541817665100098,29.31976318359375,7.204532623291016
mps-uncap,1.0,16.85619354248047,31.725287437438965,7.284402847290039
mps-uncap,0.5,11.426329612731934,20.670175552368164,6.633281707763672
mps-uncap,0.6,10.937809944152832,21.44181728363037,6.435394287109375
mps-uncap,0.7,10.729312896728516,22.900819778442383,6.323337554931641
mps-uncap,0.1,16.861438751220703,28.864026069641113,7.257223129272461
mps-uncap,0.2,16.357064247131348,21.981239318847656,7.239937782287598
mps-uncap,0.3,13.253211975097656,20.851731300354004,7.206201553344727
mps-uncap,0.4,12.372136116027832,20.620346069335938,6.783843040466309
