mode,load,0_resnet101-2,1_squeezenet1_0-2,2_vgg11-32
mps-uncap,0.8,61.625312605242875,200.6323270243092,2216.6901893175705
mps-uncap,0.9,68.43192714001816,233.96528452825189,2501.7385243901367
mps-uncap,1.0,76.60377591505338,243.4849414595523,2524.5623471416197
mps-uncap,0.5,36.92228826819194,127.37221078177849,1377.9449608427692
mps-uncap,0.6,46.82056945582816,152.07447524077483,1637.7834683955411
mps-uncap,0.7,53.95997402624149,179.09626358472775,1975.0002945240008
mps-uncap,0.1,7.025743055541434,26.79792396729135,282.1463373342039
mps-uncap,0.2,15.681625167190854,51.23201271910648,584.4725831190439
mps-uncap,0.3,21.45513361551992,75.56091686731774,847.6905612744332
mps-uncap,0.4,30.98531477743307,102.04050055196998,1094.0531877735523
