mode,load,0_resnet101-2,1_squeezenet1_0-2,2_vgg11-32
mps-uncap,0.8,269.6864604949951,90.85202217102051,249.9394416809082
mps-uncap,0.9,317.07191467285156,234.5273494720459,854.9606800079346
mps-uncap,1.0,899.8255729675293,3360.9654903411865,6134.540319442749
mps-uncap,0.5,61.21635437011719,29.051542282104492,95.61610221862793
mps-uncap,0.6,128.27157974243164,32.644033432006836,99.82585906982422
mps-uncap,0.7,177.06966400146484,92.56601333618164,168.2286262512207
mps-uncap,0.1,41.33415222167969,16.208410263061523,43.58315467834473
mps-uncap,0.2,45.58134078979492,15.169143676757812,46.14067077636719
mps-uncap,0.3,48.72632026672363,23.59318733215332,66.12825393676758
mps-uncap,0.4,65.5062198638916,24.950504302978516,73.92311096191406
