mode,load,0_densenet169-2,1_efficientnet_b5-2,2_squeezenet1_0-2
mps-uncap,0.8,111.78619623184197,64.01816606521604,10.39576530456543
mps-uncap,0.9,143.36228847503665,207.32223987579349,20.723111629486077
mps-uncap,1.0,443.6784958839417,334.0012860298157,505.2373695373535
mps-uncap,0.5,51.639308929443345,40.11597633361814,7.346904277801512
mps-uncap,0.6,60.508756637573285,45.15666961669922,5.567655563354493
mps-uncap,0.7,68.50197792053223,50.961565971374526,7.616214752197264
mps-uncap,0.1,46.243581771850586,42.50417232513428,5.827739238739012
mps-uncap,0.2,40.98625183105464,38.84682655334473,8.154702186584476
mps-uncap,0.3,36.186499595642104,34.74060297012335,9.423270225524899
mps-uncap,0.4,38.71545791625977,38.63347053527833,8.708367347717285
