mode,load,0_densenet169-2,1_efficientnet_b5-2,2_squeezenet1_0-2
mps-uncap,0.8,146.75045013427734,91.70722961425781,15.56396484375
mps-uncap,0.9,182.39355087280273,269.69456672668457,28.304576873779297
mps-uncap,1.0,489.67647552490234,393.48411560058594,518.9709663391113
mps-uncap,0.5,95.0462818145752,60.050249099731445,11.17086410522461
mps-uncap,0.6,93.25361251831055,60.97102165222168,9.479999542236328
mps-uncap,0.7,92.8490161895752,94.02203559875488,16.324758529663086
mps-uncap,0.1,58.83073806762695,57.99269676208496,10.056257247924805
mps-uncap,0.2,55.2520751953125,47.57857322692871,14.309883117675781
mps-uncap,0.3,51.232337951660156,65.75870513916016,15.954732894897461
mps-uncap,0.4,52.98733711242676,54.32462692260742,14.375925064086914
